Messung Menge
0   0
100	23
200	46
300	69
400	94
500	119
600	144
700	162
800	190
900	213
1000	232
1100    264
1200    277
1300    301
1400    339
1500    350
1600    374
1700    401
1800    429
1900    442
2000    487
