Messung Menge
0   0
100	13
200	17
300	21
400	25
500	27
600	29
700	32
800	33
900	36
1000	37
1100    38
1200    40
1300    43
1400    43
1500    47
1600    46
1700    48
1800    49
1900    52
2000    52
