Messung Menge
0   0
100	8
200	11
300	13
400	15
500	17
600	19
700	19
800	21
900	22
1000	23
1100    24
1200    26
1300    27
1400    27
1500    27
1600    29
1700    29
1800    31
1900    32
2000    33
