Messung Menge
0   0
100	20
200	26
300	30
400	35
500	39
600	42
700	44
800	46
900	50
1000	52
1100    55
1200    56
1300    59
1400    62
1500    64
1600    63
1700    66
1800    69
1900    72
2000    73
